Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
HOUS,Anywhere Real Estate Inc.,Real Estate,United States,NYSE,1240.66,10.50,-37.54,-35.06,-41.57,58.78,-65.96,,16.63,-19.36,,13.39,14.40,15.29,15.72,16.09,47.30,54.22,1.37,,28.32,16.62,9.51,6.56,5.95,6.91,60.05,31.09,11.74,3.16,3.14,9.40,19.90,9.09,4.91,2.43,3.30,4.10,-195.28,35.07,35.79,10.00,13.31,-2.48,,,,,,,-15.00,-12.97,-5.97,-5.97,-5.10,-9.85
HOV,Hovnanian Enterprises Inc.,Consumer Discretionary,United States,NYSE,287.82,45.60,-64.18,-59.44,-54.16,456.78,-36.67,-37.96,77.05,-8.72,-4.66,58.04,75.57,79.31,83.40,88.47,67.54,73.85,,,18.73,17.46,11.80,0.22,4.37,9.38,92.67,94.72,39.30,28.35,24.30,11.27,42.89,33.63,18.30,10.24,8.00,15.86,1093.48,279.89,412.32,192.91,10.24,7.83,,,,,,,-106.92,-74.84,-59.33,-31.57,-23.28,-24.20
HP,Helmerich & Payne Inc.,Energy,United States,NYSE,4525.26,42.98,83.78,56.79,43.61,1.01,6.28,50.27,0.33,1.22,4.15,43.76,38.17,36.20,34.45,33.87,54.90,56.51,1.82,2.33,-31.31,-34.01,-21.17,-5.59,-14.72,-7.10,186.89,27.26,79.03,105.01,-14.58,-6.59,-51.69,-48.31,-31.83,-18.18,-23.34,-13.32,-34.04,211.30,-12.25,41.83,-10.46,-2.82,,,,,,,-12.49,-14.74,-13.02,-9.32,-7.69,-1.56
HPE,Hewlett Packard Enterprise Company,Information Technology,United States,NYSE,17138.17,13.19,-15.05,-21.79,-4.81,-2.40,19.79,,-0.81,3.67,,15.58,15.78,15.53,15.33,15.36,33.34,37.43,2.33,3.64,2.97,-2.35,-3.43,-1.71,-9.32,,38.30,-12.14,25.83,-3.69,-7.23,,10.71,-0.62,0.52,-0.83,-7.05,,-1164.29,80.75,21.56,1.63,11.03,,,,,,,,-120.94,-47.54,-39.56,-46.51,-31.14,
HPF,John Hancock Preferred Income Fund II,,,NYSE,377.26,17.62,-11.63,-10.78,-12.60,-3.95,18.40,77.09,-1.33,3.43,5.87,18.17,18.88,19.60,20.10,20.29,15.51,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPI,John Hancock Preferred Income Fund,,,NYSE,451.87,17.18,-13.79,-12.83,-14.49,-8.49,14.38,59.54,-2.91,2.72,4.78,18.12,18.83,19.50,19.94,20.15,16.54,20.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPP,Hudson Pacific Properties Inc.,Real Estate,United States,NYSE,2164.97,14.80,-38.64,-44.01,-43.06,-51.58,-45.81,12.84,-21.44,-11.52,1.21,22.61,23.32,24.16,24.69,25.30,32.17,34.84,8.79,6.76,11.54,4.85,7.25,7.04,19.82,20.99,13.15,-5.25,-0.77,10.21,18.53,28.01,10.73,4.22,6.74,6.40,21.34,23.60,393.47,-52.23,-53.41,-18.89,-11.17,16.97,,,,,,,-9.53,-4.19,-3.98,0.34,17.15,21.32
HPQ,HP Inc.,Information Technology,United States,NYSE,33182.22,32.11,-13.61,-15.80,10.22,69.93,114.50,381.01,19.29,16.46,16.98,36.37,36.67,35.06,33.78,33.34,39.73,46.27,17.42,2.94,12.09,3.95,2.78,5.65,1.64,-6.72,46.56,16.73,10.40,8.08,3.95,-6.51,28.55,9.60,7.94,8.32,2.59,-7.68,128.66,43.64,6.88,21.11,3.79,-0.84,,,,,,,0.97,5.97,9.37,-0.58,5.07,-5.82
HPS,John Hancock Preferred Income Fund III,,,NYSE,502.51,15.83,-11.69,-10.65,-11.68,3.11,22.53,83.06,1.02,4.14,6.22,16.78,17.26,17.75,18.04,18.20,17.00,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPX,HPX Corp.,Financials,United States,NYSE,315.73,9.99,1.22,1.32,1.73,,,,,,,9.93,9.91,9.89,9.87,9.86,2.46,1.24,-0.01,,,,,,,,269.75,,,,,,,,,,,,-208.13,,,,,,,,,,,,-32.48,,,,,
HQH,Tekla Healthcare Investors,,,NYSE,910.19,19.64,-13.34,-11.78,-16.89,28.32,20.84,178.67,8.65,3.85,10.78,19.87,20.94,22.08,22.95,23.27,22.39,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQL,Tekla Life Sciences Investors,,,NYSE,382.44,15.21,-17.00,-14.19,-20.94,19.02,11.49,149.96,5.97,2.20,9.58,15.52,16.53,17.57,18.35,18.69,23.21,27.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,Healthcare Realty Trust Incorporated,Real Estate,United States,NYSE,3914.45,25.82,-16.64,-16.17,-11.02,-11.26,-5.59,64.93,-3.90,-1.14,5.12,27.95,29.04,29.78,29.97,30.12,28.82,35.01,-7.35,4.74,6.97,6.54,5.83,5.32,5.34,6.72,2.53,1.42,0.24,-4.51,-3.48,2.13,5.89,4.92,4.39,4.01,4.29,6.68,-7.67,30.43,-1.51,-4.87,11.11,77.56,,,,,,,11.52,6.32,7.71,5.19,8.47,8.06
HRB,H&R Block Inc.,Consumer Discretionary,United States,NYSE,5948.07,37.27,61.09,63.17,65.27,48.61,48.81,237.52,14.09,8.26,12.92,29.32,27.33,26.66,26.33,25.98,35.12,42.51,6.56,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRI,Herc Holdings Inc.,Industrials,United States,NYSE,2765.39,92.52,-40.36,-40.57,-14.80,113.93,127.94,,28.79,17.88,,130.66,141.06,150.62,145.32,139.27,53.65,59.42,-0.13,1.78,16.38,1.84,1.60,5.92,2.28,,82.73,23.53,21.48,37.48,9.74,,48.35,12.68,9.67,14.40,6.32,,204.07,117.21,48.02,62.63,13.97,,,,,,,,3.21,17.31,23.75,35.81,-16.69,
HRL,Hormel Foods Corporation,Consumer Staples,United States,NYSE,25964.94,47.55,-1.05,-3.12,2.25,22.91,59.56,285.74,7.10,9.78,14.43,49.67,48.99,47.31,46.91,47.08,21.14,23.65,-0.37,2.67,18.50,9.49,6.05,3.64,2.91,3.73,-0.49,-0.07,0.02,-2.40,3.12,4.76,2.93,2.03,-0.30,-1.89,3.28,3.93,0.08,-3.64,-3.52,0.42,6.04,6.72,,,,,,,-91.91,-69.66,-49.10,-33.55,-26.01,-19.31
HRT,HireRight Holdings Corporation,Industrials,United States,NYSE,1171.84,14.76,-7.75,4.09,,,,,,,,14.75,14.64,,,,66.74,71.18,-34.05,,35.14,6.18,,,,,-1379.45,-5.90,,,,,36.35,5.42,,,,,-76.86,-45.02,,,,,,,,,,,-24.57,-10.88,,,,
HRTG,Heritage Insurance Holdings Inc.,Financials,United States,NYSE,72.80,2.82,-50.78,-55.81,-64.99,-80.90,-74.79,,-42.35,-24.05,,4.84,5.27,5.66,5.94,6.38,53.59,58.09,18.39,8.51,6.43,11.14,9.57,7.55,15.25,,-174.27,-60.94,-52.26,-33.18,-27.84,,-36.52,-33.11,-28.32,-12.83,-8.42,,-901.28,61.54,40.13,17.15,6.82,,,,,,,,-14.25,-7.42,-0.15,-7.41,-3.75,
HSC,Harsco Corporation,Industrials,United States,NYSE,520.98,6.56,-60.74,-59.88,-65.99,-75.60,-59.88,-63.33,-37.46,-16.67,-9.53,10.35,12.32,13.27,14.31,15.53,55.18,62.58,0.44,,20.49,23.88,11.11,4.96,-1.58,-5.64,61.22,9.05,-8.46,5.81,-3.59,-6.06,22.66,14.22,2.21,5.13,-2.34,-6.91,-87.67,-91.97,-71.27,-48.03,-23.99,-11.88,,,,,,,-19.38,34.82,37.77,10.43,18.17,2.95
HSY,The Hershey Company,Consumer Staples,United States,NYSE,45189.85,219.79,14.61,13.22,27.41,68.48,132.22,280.81,18.95,18.32,14.29,214.46,207.55,199.96,195.49,191.67,19.63,23.84,0.89,1.64,10.08,5.99,4.81,3.81,2.75,3.97,12.84,9.35,5.46,9.40,5.04,6.40,9.46,5.79,4.17,4.66,2.82,4.63,15.55,13.36,7.86,15.46,8.27,8.92,,,,,,,75.80,11.73,6.36,28.75,32.45,25.26
HT,Hersha Hospitality Trust,Real Estate,United States,NYSE,444.76,9.61,4.80,-1.84,-4.47,-41.00,-38.20,-30.55,-16.10,-9.16,-3.58,9.72,9.54,9.56,9.52,9.79,53.46,54.57,,,69.06,-25.60,-16.04,-8.77,-4.92,2.34,-75.70,-17.07,-7.67,-13.35,-10.15,-0.23,-557.07,-34.05,-22.33,-14.94,-10.28,-2.18,-75.85,230.90,59.02,-19.25,-7.10,4.76,,,,,,,-10.50,-16.92,-14.16,-7.44,-5.43,-2.59
HTA,Healthcare Trust of America Inc.,Real Estate,United States,NYSE,6727.96,28.86,-10.80,-10.89,12.08,18.46,20.05,131.31,5.80,3.72,8.74,30.04,30.98,31.43,31.01,30.51,23.40,26.69,-3.77,4.50,3.79,5.25,3.26,10.77,10.95,10.94,6.95,9.50,3.23,11.12,11.49,14.40,3.57,5.21,3.70,11.34,11.47,11.34,86.28,80.29,-22.85,16.38,11.63,33.28,,,,,,,3.73,-0.57,1.84,16.66,14.92,8.93
HTAQ,Hunt Companies Acquisition Corp. I,Financials,United States,NYSE,288.65,10.04,1.93,1.21,,,,,,,,,,,,,3.48,1.85,-93.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTD,John Hancock Tax-Advantaged Dividend Income Fund,,,NYSE,799.90,22.59,-10.19,-8.33,-3.90,8.89,29.90,155.88,2.88,5.36,9.84,24.37,24.61,24.48,24.54,24.58,20.58,26.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTFC,Horizon Technology Finance Corporation,Financials,United States,NYSE,286.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTGC,Hercules Capital Inc.,,,NYSE,1750.56,14.28,-8.59,-10.95,-7.15,51.61,78.84,228.13,14.85,12.31,12.60,16.23,16.49,16.65,16.72,16.80,22.75,29.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTH,Hilltop Holdings Inc.,Financials,United States,NYSE,2126.59,26.77,-23.07,-27.53,-21.46,29.64,8.79,180.77,9.02,1.70,10.86,29.14,31.07,32.07,32.22,32.93,35.22,41.95,5.58,2.02,-6.28,12.50,13.07,2.85,,,,,,,,,,,,,,,-16.38,28.93,45.55,20.75,,,8.45,9.43,8.90,6.34,8.27,14.55,10.01,11.28,11.40,7.31,11.66,13.66
HTPA,Highland Transcend Partners I Corp.,Financials,United States,NYSE,370.88,9.89,-0.30,-0.50,1.44,,,,,,,9.87,9.89,9.90,9.87,9.85,4.34,5.14,-317.09,,,,,,,,557.27,,,,,,,,,,,,-30.82,,,,,,,,,,,,44.70,,,,,
HTY,John Hancock Investments - John Hancock Tax-Advantaged Global Shareholder Yield Fund,,,NYSE,58.82,5.39,-12.45,-14.17,-9.64,7.31,-4.14,25.58,2.38,-0.84,2.30,6.09,6.20,6.28,6.37,6.42,19.47,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUBB,Hubbell Incorporated,Industrials,United States,NYSE,9962.21,185.65,-9.82,-6.11,2.49,54.70,84.06,187.51,15.63,12.95,11.12,186.23,190.51,191.58,192.83,192.10,25.37,29.36,1.46,2.22,13.89,3.09,-2.19,3.65,3.22,3.86,5.70,-1.75,-2.49,0.43,0.37,2.38,4.70,-1.60,-4.11,0.37,0.52,2.25,13.75,-0.17,3.51,6.40,2.98,4.08,,,,,,,-43.79,-29.35,-26.58,16.63,-10.34,-3.21
HUBS,HubSpot Inc.,Information Technology,United States,NYSE,14607.78,305.80,-53.61,-40.00,-49.13,76.26,369.02,,20.75,36.15,,400.93,459.75,537.98,558.93,554.49,67.22,80.42,-0.16,,47.30,38.83,36.36,36.85,41.26,46.50,7.81,8.60,4.33,4.18,1.73,10.15,45.49,38.27,36.17,37.87,44.09,51.39,-8.46,20.34,6.84,11.31,7.08,12.29,,,,,,,11.52,14.59,54.13,49.95,34.63,
HUGS,USHG Acquisition Corp.,Financials,United States,NYSE,349.71,9.80,-5.50,-6.31,1.03,,,,,,,10.05,10.14,10.09,10.01,9.98,8.92,6.43,,,,,,,,,,,,,,,,,,,,,5708.55,,,,,,,,,,,,-253828.58,,,,,
HUM,Humana Inc.,Health Care,United States,NYSE,61144.38,483.38,4.57,33.57,7.08,86.77,110.07,584.42,23.10,15.98,21.18,442.22,436.13,435.07,432.88,434.42,31.36,27.63,1.72,0.62,9.12,13.91,13.94,9.14,8.20,8.62,-14.22,15.75,11.18,18.31,8.85,6.20,-3.43,16.59,10.78,9.85,5.46,6.47,-12.89,4.09,20.34,36.72,14.35,7.53,,,,,,,-73.76,-45.58,-26.92,-19.92,-12.49,-7.07
HUN,Huntsman Corporation,Materials,United States,NYSE,6069.46,28.93,-16.02,-18.11,14.51,62.38,25.45,185.73,17.50,4.63,11.05,35.19,35.07,34.29,32.64,31.87,34.70,40.67,6.67,2.77,40.46,11.52,3.59,2.37,-4.39,-2.79,217.46,35.46,-0.78,5.57,-0.59,1.03,61.36,13.33,0.21,3.18,-1.14,-0.36,1.06,36.36,45.82,26.23,18.26,15.52,,,,,,,28.66,21.33,17.05,23.75,11.09,8.38
HUYA,HUYA Inc.,Communication Services,China,NYSE,938.73,3.94,-43.23,-43.71,-73.77,-84.17,,,-45.84,,,4.44,5.23,6.12,7.18,8.64,91.41,107.45,,,4.00,16.43,34.52,70.11,,,-104.16,-66.03,4.21,-45.48,,,-29.44,3.92,29.92,39.98,,,-34.01,11.64,-32.97,-1.38,,,,,,,,,10.87,9.85,23.07,127.99,,
HVT,Haverty Furniture Companies Inc.,Consumer Discretionary,United States,NYSE,415.01,24.85,-17.18,-16.27,-32.92,79.41,54.71,266.97,21.47,9.10,13.86,27.16,28.16,29.43,30.90,33.22,39.20,39.13,13.78,12.19,35.36,12.36,7.39,4.27,4.02,5.01,200.36,100.48,41.60,21.91,13.85,36.83,37.14,15.00,8.77,5.33,4.85,6.00,53.52,103.79,44.16,26.21,40.06,19.37,,,,,,,1.19,-0.87,-2.32,-1.91,-1.87,-0.26
HWKZ,Hawks Acquisition Corp,Financials,United States,NYSE,280.60,9.76,0.72,0.00,,,,,,,,,,,,,5.05,3.70,-84.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWM,Howmet Aerospace Inc.,Industrials,United States,NYSE,13682.51,32.74,2.98,-3.62,-0.36,66.19,89.31,,18.41,13.59,,34.39,33.60,32.97,32.78,32.98,35.68,37.31,4.27,0.24,-5.46,-16.31,-9.81,-16.70,-12.38,,3.25,-14.60,-2.16,-5.99,-0.63,,-1.27,-14.26,-5.51,-12.25,-6.17,,-1.15,-25.91,-26.20,-22.80,-0.54,,,,,,,,1.04,199.10,127.33,1.51,,
HXL,Hexcel Corporation,Industrials,United States,NYSE,4523.64,53.82,4.27,-1.26,-10.15,-32.35,2.77,118.28,-12.19,0.55,8.11,55.20,54.35,55.64,55.88,56.29,40.17,40.29,-0.14,0.37,-11.83,-25.01,-15.42,-7.95,-4.70,-0.50,-1.94,-59.25,-42.88,-27.81,-19.12,-9.25,4.34,-37.51,-24.49,-15.03,-9.65,-3.08,-49.21,-77.08,-61.25,-42.21,-30.68,-19.19,,,,,,,-1.17,2.22,1.07,0.76,1.60,5.04
HY,Hyster-Yale Materials Handling Inc.,Industrials,United States,NYSE,545.83,32.28,-20.08,-27.06,-50.84,-34.73,-48.04,,-13.24,-12.25,,34.88,37.02,39.43,43.84,48.83,47.61,50.25,-0.02,4.00,9.37,-3.34,-1.10,3.66,1.52,1.93,-304.43,32.65,37.85,20.16,-4.89,-1.75,-21.92,-18.26,-9.91,-3.20,-2.94,-0.54,-566.31,119.83,70.83,32.23,6.71,7.67,,,,,,,-43.68,-18.64,-10.74,-6.88,-8.07,-1.69
HYB,The New America High Income Fund Inc.,,,NYSE,163.39,6.99,-22.60,-20.30,-18.84,-0.57,9.81,57.39,-0.19,1.89,4.63,7.68,8.12,8.55,8.72,8.80,16.59,19.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,,,NYSE,276.57,12.21,-19.23,-16.31,-14.78,0.85,17.14,45.14,0.28,3.21,3.79,13.17,13.77,14.28,14.57,14.72,13.80,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYLN,Hyliion Holdings Corp.,Industrials,United States,NYSE,637.99,3.67,-40.81,-36.94,-65.41,-62.36,,,-27.65,,,3.71,4.26,5.13,5.92,6.72,70.44,79.36,-0.03,,,,,,,,333.20,183.00,69.30,,,,,,,,,,-129.63,160.88,70.79,,,,,,,,,,-13.47,447.10,160.61,,,
HYT,BlackRock Corporate High Yield Fund Inc.,,,NYSE,1157.80,9.47,-20.24,-18.59,-16.51,12.85,30.34,78.47,4.11,5.43,5.96,10.21,10.71,11.09,11.36,11.49,17.51,22.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZN,Horizon Global Corporation,Consumer Discretionary,United States,NYSE,45.83,1.66,-79.20,-80.72,-80.74,-57.65,-88.01,,-24.87,-34.52,,3.74,5.11,5.65,6.14,6.55,58.43,71.33,,,18.28,6.43,3.08,3.80,3.57,,-218.79,-58.78,-32.79,-13.71,-16.27,,16.19,28.58,11.14,-0.16,1.03,,-13.24,-37.32,-46.22,20.74,10.93,,,,,,,,2.89,25.88,-15.65,-13.90,-4.63,
HZO,MarineMax Inc.,Consumer Discretionary,United States,NYSE,843.18,39.16,-33.67,-30.69,-14.46,136.47,99.80,297.16,33.16,14.82,14.77,41.63,45.16,46.86,47.53,48.25,45.84,52.03,5.04,,36.67,29.14,20.56,16.98,18.61,15.68,94.84,82.19,49.71,39.31,46.78,38.05,65.39,42.92,30.28,23.88,22.23,18.63,107.65,107.53,57.97,46.99,45.42,29.68,,,,,,,6.11,13.67,6.54,5.41,7.37,7.28
HZON,Horizon Acquisition Corporation II,Financials,United States,NYSE,651.00,9.92,0.92,0.92,1.64,,,,,,,9.88,9.87,9.86,9.83,9.85,2.56,1.84,-197.01,,,,,,,,399.76,,,,,,,,,,,,-179.10,,,,,,,,,,,,-35.26,,,,,
I,I-Remit Inc.,Information Technology,Philippines,PSE,7.99,0.73,-22.34,-10.98,-43.85,-43.85,-59.44,-69.01,-17.48,-16.50,-11.04,0.79,0.81,0.89,0.97,1.04,62.04,58.80,,,-12.89,-18.59,-15.22,-6.16,-4.89,-3.62,3.60,193.83,76.16,54.09,40.00,-1.21,-16.22,-22.30,-18.16,-9.69,-7.51,-6.78,35.20,362.86,51.48,26.21,44.08,-1.25,,,,,,,-7.33,-8.54,-5.92,-2.72,-1.27,-1.64
IAA,IAA Inc.,Industrials,United States,NYSE,4541.50,33.89,-33.05,-31.45,-37.30,-15.23,,,-5.35,,,36.49,40.19,43.90,46.19,47.88,42.91,52.15,1.06,,32.67,13.08,11.46,10.85,10.81,10.13,45.48,19.47,16.86,18.86,15.53,12.75,34.70,14.93,12.75,13.21,11.41,9.79,51.13,23.44,17.02,25.41,20.52,16.22,,,,,,,6.08,-10.74,72.93,27.89,,
IACC,ION Acquisition Corp 3 Ltd.,Financials,Israel,NYSE,316.36,9.77,-0.10,-0.20,-0.51,,,,,,,9.75,9.75,,,,5.12,3.41,-88.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAE,Voya Asia Pacific High Dividend Equity Income Fund,,,NYSE,80.08,6.73,-12.04,-13.01,-19.14,5.59,8.28,21.57,1.83,1.60,1.97,7.43,7.66,7.87,8.06,8.30,17.79,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBER,Ibere Pharmaceuticals,Financials,United States,NYSE,169.05,9.80,0.82,0.82,1.70,,,,,,,9.77,9.74,,,,4.83,4.13,,,,,,,,,2806.03,,,,,,,,,,,,-4619.73,,,,,,,,,,,,-56468.98,,,,,
IBM,International Business Machines Corporation,Information Technology,United States,NYSE,126343.68,140.47,7.65,6.72,9.71,21.27,21.73,11.76,6.63,4.00,1.12,132.49,132.03,131.43,133.13,135.13,22.39,24.42,0.28,8.73,3.94,-0.32,-10.35,-6.42,-6.64,-6.04,3.15,-12.50,-24.13,-16.44,-16.34,-12.34,2.01,-0.08,-5.18,-3.95,-5.39,-4.55,2.74,-21.96,-13.02,-13.52,-10.02,-9.66,,,,,,,5.00,-3.25,29.73,16.82,12.35,17.93
IBP,Installed Building Products Inc.,Consumer Discretionary,United States,NYSE,2617.46,90.08,-34.49,-24.23,-19.83,61.19,74.25,,17.22,11.73,,89.85,101.14,106.35,109.13,110.93,44.09,53.36,2.12,2.36,19.08,14.12,13.78,17.93,21.01,23.50,16.50,24.75,25.99,22.92,33.35,28.65,15.60,16.44,16.63,18.49,22.79,26.27,22.14,32.00,29.45,25.31,35.82,29.45,,,,,,,146.23,30.96,6.62,33.96,35.05,9.19
ICD,Independence Contract Drilling Inc.,Energy,United States,NYSE,40.91,3.01,0.33,-14.73,-21.41,-89.17,-95.52,,-52.27,-46.21,,3.99,3.74,3.74,3.61,3.66,96.63,110.07,-422.01,,5.44,-34.27,-14.88,4.65,3.24,,8.15,270.17,316.04,29.54,79.46,,-32.39,-54.40,-36.38,-14.55,-11.05,,-30.97,4.76,49.43,24.64,13.11,,,,,,,,-20.97,-23.27,-20.59,-5.37,-2.72,
ICE,Intercontinental Exchange Inc.,Financials,United States,NYSE,53728.99,95.87,-29.42,-27.56,-17.81,11.21,54.71,301.05,3.60,9.10,14.88,113.98,119.65,122.09,121.45,120.26,23.99,29.70,1.49,1.48,18.39,17.20,12.80,9.63,12.71,18.34,12.89,15.17,10.73,9.10,12.24,15.93,18.39,17.20,12.80,9.63,12.71,18.34,94.26,44.89,26.85,23.20,22.49,23.05,,,,,,,-24.31,37.20,23.49,11.68,17.29,44.93
ICNC,Iconic Sports Acquisition Corp.,Financials,United Kingdom,NYSE,432.54,10.03,1.01,0.91,,,,,,,,,,,,,4.68,3.51,-106.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICR,Intelicare Holdings Limited,Health Care,Australia,ASX,3.38,0.0400,-56.04,-52.94,-77.76,,,,,,,0.0722,0.0780,0.0849,0.1022,0.1298,72.60,69.84,-119.73,,39.13,141.91,365.17,,,,71.57,195.53,174.52,,,,37.38,387.92,642.57,,,,70.74,195.46,174.78,,,,,,,,,,-35.66,461.03,,,,
IDA,IDACORP Inc.,Utilities,United States,NYSE,5307.70,104.98,-6.03,-6.30,10.05,9.57,42.07,230.13,3.09,7.26,12.67,108.08,108.61,107.61,107.17,105.96,20.16,22.22,0.06,2.82,7.95,4.07,2.08,2.93,1.85,3.57,5.63,4.60,3.80,2.96,3.11,7.30,4.38,3.51,2.65,3.40,3.28,5.52,3.43,2.69,2.68,4.37,3.46,3.75,,,,,,,4.24,4.05,4.03,4.47,4.66,5.00
IDE,Voya Infrastructure Industrials and Materials Fund,,,NYSE,183.73,9.65,-16.56,-15.44,-18.78,4.66,1.78,55.62,1.53,0.35,4.52,10.62,10.97,11.30,11.65,11.84,20.24,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDT,IDT Corporation,Communication Services,United States,NYSE,656.55,25.02,-43.34,-40.04,-42.98,116.81,113.82,498.55,29.37,16.39,19.56,30.06,33.92,38.47,40.26,39.05,58.42,56.86,1.93,,7.52,1.33,-2.21,-0.67,-1.87,0.69,128.98,1639.71,53.47,17.87,9.93,37.81,11.91,11.61,6.65,3.25,0.43,2.37,350.19,2583.21,184.08,32.62,26.33,13.66,,,,,,,145.69,86.72,96.20,4.94,7.89,-2.92
IEX,IDEX Corporation,Industrials,United States,NYSE,14113.48,185.69,-20.98,-17.94,-14.95,12.55,72.50,448.18,4.01,11.50,18.52,189.52,200.57,206.09,209.50,211.51,23.90,26.34,0.10,1.20,17.57,5.28,3.64,5.52,3.67,4.16,22.63,4.75,4.36,8.06,5.78,7.57,19.82,4.67,3.41,5.51,3.82,5.28,18.95,2.77,3.06,10.64,7.03,8.77,,,,,,,-83.36,-36.82,-23.96,-40.81,-13.60,-18.66
IFF,International Flavors & Fragrances Inc.,Materials,United States,NYSE,29709.02,116.58,-21.59,-16.80,-19.16,-12.00,-0.71,165.85,-4.16,-0.14,10.26,125.76,130.82,134.13,137.01,138.34,28.82,34.00,0.05,2.71,129.27,50.59,43.10,30.19,20.89,15.38,70.87,33.43,27.31,15.47,11.31,10.37,96.84,39.43,34.65,23.91,16.99,14.04,-25.62,-23.05,-7.15,-7.79,-5.94,0.12,,,,,,,190.45,65.47,34.77,86.27,33.65,30.87
IFIN,InFinT Acquisition Corporation,Financials,United States,NYSE,259.62,10.05,,,,,,,,,,,,,,,2.68,2.68,-91.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFN,The India Fund Inc.,,,NYSE,457.56,16.75,-15.71,-18.56,-10.11,16.26,30.13,159.62,5.14,5.40,10.00,18.17,19.20,20.11,20.60,20.77,18.43,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFS,Intercorp Financial Services Inc.,Financials,Peru,NYSE,2827.73,24.53,-1.57,-6.97,12.13,-29.87,,,-9.12,,,29.15,28.83,27.96,26.64,26.59,43.18,36.86,0.00,9.29,104.83,9.70,11.62,9.84,,,,,,,,,,,,,,,367.09,11.45,18.19,13.64,,,6.72,3.60,10.47,13.84,12.07,14.95,7.55,3.63,11.55,12.90,11.11,14.11
IGA,Voya Global Advantage and Premium Opportunity Fund,,,NYSE,166.10,9.13,-8.17,-6.55,2.88,12.66,30.96,106.05,4.04,5.53,7.49,9.37,9.61,9.70,9.76,9.75,15.59,18.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
